CustomerID,Recency,Frequency,Quantity,Monetary,AverageOrderValue,Churn,PredictedChurn
12560.0,4,3,1110,2134.01,711.3366666666667,0,0
12561.0,302,1,177,238.85,238.85,1,1
12562.0,7,7,1779,3781.7400000000002,540.2485714285715,0,0
12564.0,260,1,133,456.9,456.9,1,1
12565.0,288,1,80,145.92,145.92,1,1
12566.0,85,1,265,351.65,351.65,0,0
12567.0,22,10,4305,9401.28,940.128,0,0
12569.0,1,32,1801,4124.69,128.8965625,0,0
12571.0,39,2,523,519.61,259.805,0,0
12572.0,8,2,452,1020.42,510.21,0,0
12573.0,226,1,84,160.54000000000002,160.54000000000002,1,1
12574.0,315,1,61,218.45,218.45,1,1
12576.0,35,5,967,1315.83,263.166,0,0
12577.0,34,3,469,626.6,208.86666666666667,0,0
12578.0,20,2,1196,2794.51,1397.255,0,0
12579.0,77,1,285,440.42,440.42,0,0
12580.0,246,1,238,415.7,415.7,1,1
12581.0,39,1,161,197.71,197.71,0,0
12582.0,238,2,300,511.36,255.68,1,1
12583.0,2,15,5060,7281.38,485.42533333333336,0,0
12584.0,3,9,416,2338.15,259.7944444444445,0,0
12585.0,233,2,1279,2040.1,1020.05,1,1
12586.0,16,1,79,196.94000000000003,196.94000000000003,0,0
12587.0,7,1,51,144.0,144.0,0,0
12588.0,38,1,53,214.89999999999998,214.89999999999998,0,0
12589.0,28,2,306,646.68,323.34,0,0
12590.0,210,2,4283,9864.26,4932.13,1,1
12591.0,316,1,228,452.84999999999997,452.84999999999997,1,1
12592.0,91,2,290,437.6,218.8,1,1
12593.0,108,3,206,418.09999999999997,139.36666666666665,1,1
12594.0,37,10,1777,3338.2200000000003,333.822,0,0
12596.0,50,2,474,618.27,309.135,0,0
12597.0,18,4,2236,3811.22,952.805,0,0
12598.0,9,8,1964,3023.08,377.885,0,0
12599.0,28,7,956,1032.58,147.51142857142855,0,0
12600.0,28,10,774,2599.04,259.904,0,0
12601.0,189,5,245,577.0600000000001,115.412,1,1
12602.0,58,1,162,153.12,153.12,0,0
12603.0,21,1,63,739.1999999999999,739.1999999999999,0,0
12604.0,78,2,201,254.18,127.09,0,0
12607.0,59,1,1228,1579.51,1579.51,0,0
12609.0,77,3,648,1126.85,375.6166666666666,0,0
12610.0,22,5,1049,2099.54,419.908,0,0
12611.0,51,1,846,1193.32,1193.32,0,0
12612.0,73,1,262,704.0400000000001,704.0400000000001,0,0
12613.0,56,5,1644,3344.38,668.876,0,0
12614.0,277,1,76,315.6,315.6,1,1
12615.0,1,4,1376,2291.19,572.7975,0,0
12616.0,94,2,284,713.3,356.65,1,1
12617.0,28,1,210,352.98,352.98,0,0
12618.0,21,1,96,177.31,177.31,0,0
12619.0,15,9,3378,3641.24,404.5822222222222,0,0
12620.0,14,3,1181,1339.41,446.47,0,0
12621.0,1,20,7440,13689.67,684.4835,0,0
12622.0,231,1,69,180.1,180.1,1,1
12623.0,275,1,191,305.1,305.1,1,1
12624.0,105,2,355,641.13,320.565,1,1
12625.0,211,2,1612,2683.82,1341.91,1,1
12626.0,22,9,3453,6620.48,735.6088888888888,0,0
12627.0,10,7,2752,4478.53,639.79,0,0
12628.0,3,3,448,786.46,262.15333333333336,0,0
12630.0,9,2,548,1270.88,635.44,0,0
12631.0,56,1,236,640.5,640.5,0,0
12633.0,58,4,1162,2163.98,540.995,0,0
12635.0,89,2,1172,1689.18,844.59,0,0
12637.0,66,8,2994,6002.9,750.3625,0,0
12638.0,32,1,577,671.69,671.69,0,0
12639.0,238,1,201,486.1,486.1,1,1
12640.0,23,3,311,1174.58,391.52666666666664,0,0
12641.0,114,1,72,185.9,185.9,1,1
12642.0,24,3,552,1013.26,337.75333333333333,0,0
12643.0,127,6,1808,3344.64,557.4399999999999,1,1
12644.0,129,1,325,477.91,477.91,1,1
12645.0,33,4,1084,1775.18,443.795,0,0
12646.0,4,2,897,1346.97,673.485,0,0
12647.0,21,12,1431,3722.82,310.235,0,0
12648.0,154,1,160,318.05,318.05,1,1
12649.0,106,3,586,623.51,207.83666666666667,1,1
12650.0,2,1,254,314.44,314.44,0,0
12651.0,334,1,78,114.0,114.0,1,1
12652.0,330,1,505,919.98,919.98,1,1
12653.0,148,2,919,2209.85,1104.925,1,1
12654.0,10,5,264,601.98,120.396,0,0
12656.0,16,5,1723,4051.17,810.234,0,0
12657.0,10,4,1044,1643.18,410.795,0,0
12658.0,18,1,320,686.05,686.05,0,0
12659.0,29,1,105,91.68,91.68,0,0
12660.0,10,1,127,245.1,245.1,0,0
12662.0,0,11,2058,3849.78,349.98,0,0
12664.0,7,9,1203,4881.88,542.4311111111111,0,0
12665.0,324,1,37,63.0,63.0,1,1
12667.0,57,1,395,620.13,620.13,0,0
12668.0,11,4,1634,3807.15,951.7875,0,0
12669.0,150,3,1115,2744.0299999999997,914.6766666666666,1,1
12670.0,9,5,1397,2996.05,599.21,0,0
12672.0,329,1,78,225.89999999999998,225.89999999999998,1,1
12673.0,4,2,351,610.52,305.26,0,0
12674.0,38,4,1133,1970.6,492.65,0,0
12676.0,24,6,670,1331.39,221.89833333333334,0,0
12678.0,41,12,10923,17628.46,1469.0383333333332,0,0
12679.0,58,4,554,1113.02,278.255,0,0
12680.0,0,4,443,862.81,215.7025,0,0
12681.0,14,22,7536,13787.54,626.7063636363637,0,0
12682.0,3,31,5555,12279.82,396.1232258064516,0,0
12683.0,3,15,4987,8476.57,565.1046666666666,0,0
12684.0,7,7,1985,2283.63,326.23285714285714,0,0
12685.0,27,6,1523,2863.08,477.18,0,0
12686.0,371,1,107,89.14,89.14,1,1
12688.0,113,1,3028,4873.8099999999995,4873.8099999999995,1,1
12689.0,25,2,628,1247.61,623.805,0,0
12690.0,205,1,106,389.01,389.01,1,1
12691.0,27,6,394,1035.8,172.63333333333333,0,0
12693.0,126,4,255,855.91,213.9775,1,1
12694.0,69,2,509,869.67,434.835,0,0
12695.0,6,4,220,582.1,145.525,0,0
12697.0,28,3,508,957.59,319.19666666666666,0,0
12700.0,7,4,2967,4939.99,1234.9975,0,0
12701.0,79,2,678,797.71,398.855,0,0
12702.0,19,1,53,219.0,219.0,0,0
12703.0,70,1,164,283.55,283.55,0,0
12704.0,6,8,1006,2340.84,292.605,0,0
12705.0,14,9,3997,6868.29,763.1433333333333,0,0
12707.0,291,1,256,603.42,603.42,1,1
12708.0,29,10,1307,2712.91,271.291,0,0
12709.0,14,15,3912,9706.52,647.1013333333334,0,0
12710.0,96,3,851,1149.02,383.00666666666666,1,1
12712.0,28,13,1062,4396.13,338.1638461538462,0,0
12713.0,0,1,508,848.55,848.55,0,0
12714.0,8,5,3069,4708.86,941.7719999999999,0,0
12715.0,105,1,192,343.36,343.36,1,1
12716.0,3,2,708,1053.49,526.745,0,0
12717.0,150,2,506,1030.98,515.49,1,1
12718.0,70,1,203,238.25,238.25,0,0
12719.0,4,2,374,644.95,322.475,0,0
12720.0,2,25,4672,5781.73,231.26919999999998,0,0
12721.0,31,6,1959,2656.13,442.68833333333333,0,0
12722.0,84,4,566,997.63,249.4075,0,0
12723.0,3,5,434,725.07,145.014,0,0
12724.0,4,4,445,1031.41,257.8525,0,0
12725.0,370,1,164,427.8,427.8,1,1
12726.0,27,7,3143,2609.1,372.7285714285714,0,0
12727.0,10,7,2098,3980.7,568.6714285714286,0,0
12728.0,70,4,419,836.33,209.0825,0,0
12729.0,113,1,233,453.01,453.01,1,1
12731.0,23,12,8437,18895.91,1574.6591666666666,0,0
12732.0,179,1,111,236.26000000000002,236.26000000000002,1,1
12733.0,233,1,137,383.95,383.95,1,1
12734.0,352,1,88,110.39999999999999,110.39999999999999,1,1
12735.0,314,2,368,779.5699999999999,389.78499999999997,1,1
12736.0,332,1,173,234.0,234.0,1,1
12738.0,371,1,148,155.35,155.35,1,1
12739.0,77,2,486,1013.04,506.52,0,0
12740.0,63,1,342,427.6,427.6,0,0
12743.0,133,2,315,540.13,270.065,1,1
12744.0,51,7,5241,21279.29,3039.8985714285714,0,0
12747.0,1,11,1275,4196.01,381.4554545454546,0,0
12748.0,0,209,25287,33053.19,158.14923444976077,0,0
12749.0,3,5,1471,4090.88,818.176,0,0
12750.0,128,1,137,275.88,275.88,1,1
12752.0,80,1,2262,4366.78,4366.78,0,0
12753.0,22,6,11421,21429.39,3571.565,0,0
12754.0,235,3,6481,3010.74,1003.5799999999999,1,1
12755.0,280,2,1491,3811.95,1905.975,1,1
12756.0,86,1,144,112.07999999999998,112.07999999999998,0,0
12757.0,15,13,2395,7834.650000000001,602.6653846153847,0,0
12758.0,116,2,2135,2791.59,1395.795,1,1
12759.0,51,3,902,1531.44,510.48,0,0
12762.0,7,2,1227,1898.52,949.26,0,0
12763.0,137,2,316,494.08,247.04,1,1
12764.0,316,1,386,1693.88,1693.88,1,1
12766.0,3,7,3646,6989.63,998.5185714285715,0,0
12769.0,238,1,356,1143.6,1143.6,1,1
12770.0,210,1,743,1351.45,1351.45,1,1
12772.0,59,1,556,892.47,892.47,0,0
12775.0,16,5,877,1386.04,277.20799999999997,0,0
12778.0,19,6,825,822.23,137.03833333333333,0,0
12779.0,37,8,2024,3981.36,497.67,0,0
12781.0,63,2,671,826.74,413.37,0,0
12782.0,4,5,1086,2330.92,466.184,0,0
12783.0,1,6,624,2225.91,370.98499999999996,0,0
12784.0,8,2,280,532.8199999999999,266.40999999999997,0,0
12785.0,363,1,131,311.95,311.95,1,1
12787.0,9,3,261,463.66,154.55333333333334,0,0
12789.0,64,1,4,91.85,91.85,0,0
12790.0,191,1,166,324.92,324.92,1,1
12791.0,373,1,97,192.60000000000002,192.60000000000002,1,1
12792.0,256,1,217,400.53999999999996,400.53999999999996,1,1
12793.0,334,2,295,545.48,272.74,1,1
12794.0,52,2,592,860.41,430.205,0,0
12795.0,18,1,68,430.48,430.48,0,0
12797.0,365,1,118,254.03,254.03,1,1
12798.0,9,3,5256,6977.04,2325.68,0,0
12802.0,186,1,314,427.58,427.58,1,1
12808.0,36,3,188,483.65000000000003,161.21666666666667,0,0
12809.0,177,1,220,489.31,489.31,1,1
12811.0,260,3,230,514.85,171.61666666666667,1,1
12812.0,44,1,164,229.64000000000001,229.64000000000001,0,0
12814.0,101,1,49,125.92,125.92,1,1
12815.0,147,2,379,1063.46,531.73,1,1
12816.0,95,2,128,572.2,286.1,1,1
12817.0,280,1,53,166.04,166.04,1,1
12818.0,261,1,929,1542.08,1542.08,1,1
12820.0,2,4,722,942.34,235.585,0,0
12821.0,213,1,70,92.72,92.72,1,1
12822.0,70,2,550,948.88,474.44,0,0
12823.0,74,5,230,1759.5,351.9,0,0
12824.0,59,1,232,397.12,397.12,0,0
12826.0,2,7,1058,1474.72,210.67428571428573,0,0
12827.0,5,3,197,430.15000000000003,143.38333333333335,0,0
12828.0,2,6,494,1018.71,169.785,0,0
12829.0,336,2,376,293.0,146.5,1,1
12830.0,37,6,9848,6814.64,1135.7733333333333,0,0
12831.0,261,1,135,215.05,215.05,1,1
12832.0,31,2,195,383.03,191.515,0,0
12833.0,144,1,156,417.38,417.38,1,1
12834.0,282,1,110,312.38,312.38,1,1
12836.0,58,4,1062,2610.36,652.59,0,0
12837.0,172,1,24,134.1,134.1,1,1
12838.0,33,2,355,671.95,335.975,0,0
12839.0,2,14,3807,5591.42,399.38714285714286,0,0
12840.0,143,4,1511,2726.77,681.6925,1,1
12841.0,4,25,2720,3991.58,159.6632,0,0
12842.0,69,2,547,1118.99,559.495,0,0
12843.0,65,8,781,1702.26,212.7825,0,0
12844.0,28,2,125,325.96000000000004,162.98000000000002,0,0
12845.0,266,4,204,354.09,88.5225,1,1
12847.0,21,1,873,843.64,843.64,0,0
12849.0,30,2,597,1010.29,505.145,0,0
12851.0,96,1,106,131.81,131.81,1,1
12852.0,294,1,149,311.55,311.55,1,1
12853.0,134,6,800,1957.1000000000001,326.18333333333334,1,1
12854.0,78,3,626,1316.25,438.75,0,0
12855.0,372,1,30,38.1,38.1,1,1
12856.0,7,6,1076,2170.78,361.7966666666667,0,0
12857.0,210,2,343,1106.4,553.2,1,1
12863.0,51,1,188,521.2,521.2,0,0
12864.0,137,1,216,147.12,147.12,1,1
12865.0,25,2,925,1568.23,784.115,0,0
12866.0,282,1,171,559.12,559.12,1,1
12867.0,25,7,4284,4009.34,572.7628571428571,0,0
12868.0,185,6,928,1607.0600000000002,267.84333333333336,1,1
12871.0,83,2,200,380.64,190.32,0,0
12872.0,326,2,319,599.97,299.985,1,1
12873.0,281,1,128,374.0,374.0,1,1
12875.0,142,2,2019,343.2300000000001,171.61500000000004,1,1
12876.0,57,2,1941,2218.02,1109.01,0,0
12877.0,3,12,1178,1535.77,127.98083333333334,0,0
12878.0,235,2,547,854.99,427.495,1,1
12879.0,44,3,370,573.22,191.07333333333335,0,0
12881.0,275,1,21,298.0,298.0,1,1
12882.0,8,2,246,1463.04,731.52,0,0
12883.0,24,4,196,703.47,175.8675,0,0
12884.0,87,1,43,309.05,309.05,0,0
12885.0,62,3,655,1175.22,391.74,0,0
12886.0,67,2,770,1378.4,689.2,0,0
12888.0,213,2,76,354.12,177.06,1,1
12890.0,23,1,256,376.71999999999997,376.71999999999997,0,0
12891.0,185,3,950,331.0,110.33333333333333,1,1
12893.0,30,1,90,176.55,176.55,0,0
12895.0,41,2,210,372.8,186.4,0,0
12897.0,204,2,110,216.5,108.25,1,1
12901.0,8,28,23075,17654.54,630.5192857142857,0,0
12902.0,264,1,66,138.68,138.68,1,1
12904.0,17,2,294,496.06,248.03,0,0
12906.0,11,5,1749,2919.81,583.962,0,0
12908.0,175,2,1200,750.0,375.0,1,1
12909.0,39,5,1280,2178.67,435.73400000000004,0,0
12910.0,22,8,1692,3075.04,384.38,0,0
12912.0,2,5,670,1662.3,332.46,0,0
12913.0,4,5,1419,2483.63,496.726,0,0
12915.0,148,2,93,363.65,181.825,1,1
12916.0,138,4,1083,2944.95,736.2375,1,1
12917.0,127,1,120,594.0,594.0,1,1
12919.0,7,6,673,1335.19,222.53166666666667,0,0
12920.0,16,1,128,162.78,162.78,0,0
12921.0,8,37,9526,16587.09,448.29972972972973,0,0
12922.0,160,1,370,405.38,405.38,1,1
12923.0,63,1,68,172.82,172.82,0,0
12924.0,87,4,481,933.7,233.425,0,0
12925.0,4,2,541,694.05,347.025,0,0
12928.0,34,5,1472,2062.7000000000003,412.5400000000001,0,0
12929.0,311,1,37,117.85,117.85,1,1
12930.0,77,2,252,415.8,207.9,0,0
12931.0,21,15,28004,42055.96,2803.730666666667,0,0
12933.0,23,3,499,607.53,202.51,0,0
12935.0,1,7,1853,2160.7,308.6714285714285,0,0
12936.0,16,4,559,1063.9,265.975,0,0
12937.0,14,4,1007,1504.27,376.0675,0,0
12938.0,25,1,140,114.14,114.14,0,0
12939.0,63,8,4876,11581.8,1447.725,0,0
12940.0,54,2,404,899.69,449.845,0,0
12942.0,130,3,198,675.6,225.20000000000002,1,1
12944.0,35,2,289,604.51,302.255,0,0
12945.0,287,1,165,462.95,462.95,1,1
12947.0,143,6,1165,1603.99,267.33166666666665,1,1
12948.0,15,7,1080,2064.95,294.99285714285713,0,0
12949.0,30,8,2381,4167.22,520.9025,0,0
12950.0,1,3,1380,1843.0,614.3333333333334,0,0
12951.0,8,6,503,1064.07,177.345,0,0
12952.0,5,4,653,1387.79,346.9475,0,0
12953.0,9,1,84,329.85,329.85,0,0
12955.0,0,11,3664,4757.16,432.4690909090909,0,0
12956.0,305,1,34,108.07,108.07,1,1
12957.0,9,8,2549,4017.54,502.1925,0,0
12962.0,6,2,129,266.39,133.195,0,0
12963.0,7,8,881,1856.63,232.07875,0,0
12965.0,88,1,282,769.8100000000001,769.8100000000001,0,0
12966.0,9,1,75,160.18,160.18,0,0
12967.0,357,2,438,1660.9,830.45,1,1
12968.0,111,1,73,135.95,135.95,1,1
12970.0,6,4,268,405.47,101.3675,0,0
12971.0,3,86,9289,11189.91,130.11523255813952,0,0
12974.0,197,1,24,144.8,144.8,1,1
12976.0,211,1,561,738.6,738.6,1,1
12977.0,155,1,12,39.239999999999995,39.239999999999995,1,1
12980.0,157,9,886,7374.900000000001,819.4333333333334,1,1
12981.0,29,2,242,372.21999999999997,186.10999999999999,0,0
12982.0,242,1,288,390.54,390.54,1,1
12984.0,18,1,26,97.5,97.5,0,0
12985.0,0,2,1533,1239.38,619.69,0,0
12987.0,73,2,219,558.7,279.35,0,0
12988.0,291,1,126,505.82,505.82,1,1
12989.0,2,15,2943,6924.110000000001,461.6073333333334,0,0
12990.0,30,3,200,409.5,136.5,0,0
12991.0,22,2,405,503.76,251.88,0,0
12993.0,22,4,240,414.76,103.69,0,0
12994.0,3,3,459,974.4200000000001,324.8066666666667,0,0
12995.0,84,1,108,211.32,211.32,0,0
12997.0,21,4,664,1226.89,306.7225,0,0
12999.0,195,3,342,455.88,151.96,1,1
13000.0,106,3,379,534.85,178.28333333333333,1,1
13001.0,3,13,5490,9785.970000000001,752.7669230769231,0,0
13002.0,317,1,73,120.94999999999999,120.94999999999999,1,1
13003.0,105,3,103,149.05,49.68333333333334,1,1
13004.0,11,18,4822,5655.91,314.21722222222223,0,0
13005.0,173,2,172,513.7,256.85,1,1
13006.0,55,1,55,81.57,81.57,0,0
13008.0,322,1,175,229.46999999999997,229.46999999999997,1,1
13011.0,371,1,13,50.550000000000004,50.550000000000004,1,1
13012.0,8,8,820,1646.8400000000001,205.85500000000002,0,0
13013.0,0,13,2224,4810.9400000000005,370.07230769230773,0,0
13014.0,10,10,905,3466.2799999999997,346.628,0,0
13015.0,52,5,1609,3339.64,667.928,0,0
13016.0,72,3,527,789.89,263.2966666666667,0,0
13017.0,6,1,48,204.0,204.0,0,0
13018.0,15,28,5435,7277.7,259.91785714285714,0,0
13021.0,3,9,1352,2616.38,290.7088888888889,0,0
13023.0,63,2,286,689.9,344.95,0,0
13026.0,0,5,1620,975.36,195.072,0,0
13027.0,113,6,17280,6912.0,1152.0,1,1
13028.0,22,2,798,661.3199999999999,330.65999999999997,0,0
13029.0,30,3,134,1247.5,415.8333333333333,0,0
13030.0,10,2,348,752.4399999999999,376.21999999999997,0,0
13032.0,51,2,375,1010.18,505.09,0,0
13033.0,356,1,83,190.55,190.55,1,1
13034.0,54,2,369,642.77,321.385,0,0
13035.0,73,2,644,921.88,460.94,0,0
13037.0,137,3,431,881.07,293.69,1,1
13038.0,79,3,360,908.46,302.82,0,0
13040.0,8,2,355,676.99,338.495,0,0
13043.0,272,1,254,516.42,516.42,1,1
13044.0,290,1,429,560.47,560.47,1,1
13045.0,98,1,221,305.28000000000003,305.28000000000003,1,1
13046.0,30,2,264,629.31,314.655,0,0
13047.0,31,10,1391,3237.54,323.754,0,0
13048.0,13,4,1228,1819.41,454.8525,0,0
13049.0,63,2,268,656.6800000000001,328.34000000000003,0,0
13050.0,14,17,3748,5836.86,343.3447058823529,0,0
13052.0,211,1,222,348.15000000000003,348.15000000000003,1,1
13055.0,77,3,894,1214.41,404.80333333333334,0,0
